opportunity_id,lead_id,pipeline_stage,deal_value_usd,probability_percent,aging_days,expected_close_date,assigned_rep,lost_reason
O01400,L03744,Negotiation,23036,66.0,6,2026-05-02,Karan Desai,
O01401,L00117,Closed Lost,36488,0.0,41,2026-01-15,Karan Desai,Competitor Chosen
O01402,L03830,Negotiation,146291,42.0,18,2026-05-19,Amit Patel,
O01403,L04795,Negotiation,474724,58.0,27,2025-11-24,Neha Joshi,
O01404,L01445,Proposal Submitted,45950,39.0,45,2026-05-12,Amit Patel,
O01405,L01405,Won,170834,100.0,45,2026-05-05,Priya Shah,
O01406,L02252,Closed Lost,45021,0.0,61,2025-11-22,Rahul Mehta,
O01407,L01326,Negotiation,194177,32.0,33,2026-08-21,Amit Patel,
O01408,L02528,Solution Discussion,36632,53.0,41,2026-04-02,Priya Shah,
O01409,L00740,Won,120593,100.0,26,2026-01-10,Neha Joshi,
O01410,L04661,Discovery Call,45946,53.0,38,2026-03-13,Priya Shah,
O01411,L03778,Negotiation,105647,57.0,43,2025-12-19,Rahul Mehta,
O01412,L04549,Negotiation,128575,70.0,33,2026-07-08,Amit Patel,
O01413,L00207,Inbound Lead,212369,73.0,1,2026-01-15,Neha Joshi,
O01414,L04126,Proposal Shared,258164,68.0,41,2026-05-24,Priya Shah,
O01415,L04700,Proposal Shared,48067,53.0,42,2026-04-11,Amit Patel,
O01416,L02954,Won,497088,100.0,21,2026-04-28,Karan Desai,
O01417,L02977,Won,75637,100.0,9,2026-04-30,Karan Desai,
O01418,L01016,Discovery Call,333872,35.0,64,2026-08-23,Priya Shah,
O01419,L00495,Lost,252977,0.0,44,2026-03-06,Neha Joshi,Competitor Chosen
O01420,L00120,Proposal Submitted,76971,57.0,30,2026-03-24,Neha Joshi,
O01421,L02080,Tech Call,134151,34.0,12,2026-04-04,Rahul Mehta,
O01422,L03970,Solution Discussion,226811,47.0,18,2026-06-25,Karan Desai,
O01423,L02066,Proposal Submitted,18048,37.0,61,2026-06-06,Neha Joshi,
O01424,L01452,Discovery Call,177003,70.0,37,2026-09-02,Rahul Mehta,
O01425,L02654,Solution Discussion,276118,65.0,23,2026-08-01,Amit Patel,
O01426,L01145,Technical Consultation,145277,73.0,45,2026-04-29,Rahul Mehta,
O01427,L02953,Closed Lost,57249,0.0,18,2026-07-07,Karan Desai,Delayed Initiative
O01428,L04637,Negotiation,418850,40.0,65,2026-01-02,Karan Desai,
O01429,L02990,Tech Call,26814,73.0,62,2026-05-26,Amit Patel,
O01430,L00098,Closed Won,411808,100.0,25,2026-05-29,Karan Desai,
O01431,L03350,Technical Consultation,70987,83.0,22,2026-08-22,Rahul Mehta,
O01432,L01335,Proposal Shared,41309,69.0,1,2026-03-05,Amit Patel,
O01433,L03057,Discovery Call,30516,19.0,5,2026-04-01,Neha Joshi,
O01434,L02793,Lost,17882,0.0,8,2026-02-03,Neha Joshi,Delayed Initiative
O01435,L03224,Lost,32112,0.0,37,2026-03-27,Karan Desai,No Decision
O01436,L00381,Closed Won,27723,100.0,28,2026-08-02,Neha Joshi,
O01437,L04937,Negotiation,31798,64.0,8,2026-02-21,Karan Desai,
O01438,L03808,Won,49849,100.0,29,2025-11-28,Amit Patel,
O01439,L02701,Closed Won,34939,100.0,45,2026-08-23,Neha Joshi,
O01440,L04893,Proposal Sent,96409,28.0,45,2026-02-03,Priya Shah,
O01441,L02138,Won,197844,100.0,1,2026-03-14,Priya Shah,
O01442,L02910,Proposal Sent,443178,64.0,32,2026-06-11,Neha Joshi,
O01443,L00721,Inbound Lead,18074,50.0,7,2026-07-01,Amit Patel,
O01444,L01941,Negotiation,30231,69.0,53,2026-01-10,Neha Joshi,
O01445,L00924,Closed Lost,18552,0.0,50,2026-04-04,Karan Desai,Budget Constraints
O01446,L03847,Inbound Lead,101102,51.0,17,2026-08-08,Neha Joshi,
O01447,L03824,Negotiation,53307,61.0,19,2026-05-09,Rahul Mehta,
O01448,L03171,Discovery Call,309347,17.0,25,2026-05-17,Priya Shah,
O01449,L03427,Proposal Submitted,121018,44.0,1,2026-05-14,Priya Shah,
O01450,L01092,Proposal Sent,64052,51.0,41,2026-05-26,Priya Shah,
O01451,L02369,Negotiation,26562,76.0,29,2026-05-26,Amit Patel,
O01452,L00189,Negotiation,17001,45.0,54,2026-04-11,Karan Desai,
O01453,L02402,Negotiation,10127,70.0,13,2026-03-31,Karan Desai,
O01454,L02348,Negotiation,23251,69.0,22,2026-08-10,Karan Desai,
O01455,L04944,Inbound Lead,43581,32.0,4,2026-06-10,Neha Joshi,
O01456,L02690,Proposal Shared,39523,28.0,14,2026-05-30,Rahul Mehta,
O01457,L01148,Negotiation,257847,65.0,11,2026-01-18,Karan Desai,
O01458,L02038,Closed Won,136510,100.0,54,2025-12-05,Amit Patel,
O01459,L00374,Lost,41167,0.0,21,2026-04-19,Priya Shah,Delayed Initiative
O01460,L03638,Negotiation,432832,48.0,37,2026-06-15,Priya Shah,
O01461,L02627,Negotiation,39952,30.0,27,2026-06-09,Amit Patel,
O01462,L03183,Lost,141805,0.0,9,2026-07-27,Karan Desai,
O01463,L00271,Lost,438331,0.0,31,2026-01-23,Amit Patel,No Decision
O01464,L03813,Won,219841,100.0,46,2026-04-05,Amit Patel,
O01465,L04685,Negotiation,388683,,10,2026-06-14,Karan Desai,
O01466,L03387,Closed Lost,141071,0.0,51,2026-04-05,Priya Shah,
O01467,L00591,Closed Won,125531,100.0,18,2026-08-29,Neha Joshi,
O01468,L01214,Closed Won,45701,100.0,25,2026-08-21,Priya Shah,
O01469,L03112,Proposal Submitted,71457,76.0,45,2026-07-28,Priya Shah,
O01470,L03863,Lost,151093,0.0,21,2026-07-03,Rahul Mehta,Delayed Initiative
O01471,L01665,Won,22672,100.0,35,2026-03-20,Amit Patel,
O01472,L00614,Proposal Shared,66384,89.0,28,2026-04-20,Neha Joshi,
O01473,L00294,Won,40839,100.0,37,2026-03-19,Karan Desai,
O01474,L02959,Discovery Call,378065,47.0,1,2025-12-16,Rahul Mehta,
O01475,L01168,Proposal Submitted,94413,67.0,1,2026-08-19,Neha Joshi,
O01476,L01676,Discovery Call,96887,80.0,47,2026-03-04,Rahul Mehta,
O01477,L00389,Solution Discussion,402796,42.0,55,2026-04-19,Amit Patel,
O01478,L00952,Closed Lost,232768,0.0,16,2026-04-04,Amit Patel,Delayed Initiative
O01479,L00888,Won,49714,100.0,30,2026-07-23,Priya Shah,
O01480,L01439,Won,75554,100.0,40,2026-04-26,Priya Shah,
O01481,L01068,Closed Lost,19856,0.0,48,2026-07-25,Karan Desai,Budget Constraints
O01482,L01794,Inbound Lead,189672,32.0,1,2025-12-25,Priya Shah,
O01483,L00775,Negotiation,456266,32.0,17,2026-08-15,Karan Desai,
O01484,L03722,Won,86316,100.0,28,2026-03-28,Neha Joshi,
O01485,L02965,Closed Won,46613,100.0,49,2025-12-31,Rahul Mehta,
O01486,L04286,Won,46219,100.0,84,2026-08-04,Amit Patel,
O01487,L04992,Closed Won,209736,100.0,30,2026-02-11,Priya Shah,
O01488,L00241,Discovery Call,63351,28.0,6,2026-08-03,Amit Patel,
O01489,L00692,Closed Lost,26148,0.0,43,2026-02-08,Rahul Mehta,
O01490,L03145,Closed Won,472698,100.0,61,2025-12-19,Neha Joshi,
O01491,L01318,Tech Call,257206,67.0,37,2025-12-21,Rahul Mehta,
O01492,L04156,Closed Won,234723,100.0,16,2026-03-11,Karan Desai,
O01493,L01422,Negotiation,47256,43.0,54,2026-04-09,Karan Desai,
O01494,L03093,Negotiation,58767,51.0,48,2026-02-07,Priya Shah,
O01495,L03367,Proposal Shared,21988,27.0,14,2026-02-06,Priya Shah,
O01496,L03073,Proposal Sent,86422,28.0,42,2026-05-15,Neha Joshi,
O01497,L02825,Discovery Call,433573,31.0,54,2026-08-29,Priya Shah,
O01498,L01601,Negotiation,39026,65.0,58,2026-06-09,Priya Shah,
O01499,L00783,Proposal Submitted,47504,41.0,33,2026-07-31,Amit Patel,
O01500,L01192,Closed Won,51157,100.0,27,2026-07-01,Priya Shah,
O01501,L02582,Closed Lost,408547,0.0,59,2026-08-28,Priya Shah,No Decision
O01502,L02251,Proposal Submitted,39347,57.0,10,2026-04-20,Rahul Mehta,
O01503,L00491,Solution Discussion,14562,36.0,43,2026-01-12,Neha Joshi,
O01504,L04947,Proposal Submitted,28501,40.0,7,2025-11-13,Karan Desai,
O01505,L00470,Discovery Call,415734,52.0,56,2026-06-07,Amit Patel,
O01506,L02649,Closed Lost,46364,,29,2026-05-02,Neha Joshi,No Decision
O01507,L01448,Discovery Call,42500,51.0,60,2026-02-18,Neha Joshi,
O01508,L01898,Won,259383,100.0,44,2025-12-17,Karan Desai,
O01509,L01862,Negotiation,254664,,10,2026-06-22,Neha Joshi,
O01510,L02721,Tech Call,245784,,63,2026-07-20,Rahul Mehta,
O01511,L00454,Negotiation,476210,75.0,66,2026-04-26,Karan Desai,
O01512,L03670,Tech Call,267640,,52,2025-12-12,Karan Desai,
O01513,L00232,Proposal Submitted,100880,67.0,19,2026-07-13,Karan Desai,
O01514,L03061,Closed Won,316169,100.0,28,2026-08-03,Karan Desai,
O01515,L01844,Negotiation,113027,36.0,37,2026-05-03,Rahul Mehta,
O01516,L04459,Proposal Sent,145747,16.0,20,2026-02-12,Amit Patel,
O01517,L02313,Lost,111317,0.0,68,2025-11-28,Priya Shah,
O01518,L00554,Won,408053,,37,2025-11-13,Neha Joshi,
O01519,L00590,Proposal Sent,51630,54.0,1,2026-06-06,Neha Joshi,
O01520,L03079,Negotiation,30360,70.0,41,2025-11-11,Karan Desai,
O01521,L02711,Lost,41027,0.0,28,2026-08-26,Neha Joshi,No Decision
O01522,L02645,Inbound Lead,126585,95.0,33,2026-02-06,Karan Desai,
O01523,L00773,Discovery Call,404420,64.0,27,2026-02-08,Priya Shah,
O01524,L02536,Inbound Lead,106996,27.0,51,2026-08-22,Karan Desai,
O01525,L04101,Closed Won,10635,100.0,57,2026-02-20,Rahul Mehta,
O01526,L01757,Won,20662,100.0,40,2026-03-11,Karan Desai,
O01527,L05000,Inbound Lead,69413,25.0,28,2026-08-27,Amit Patel,
O01528,L04270,Negotiation,42838,37.0,34,2026-06-12,Priya Shah,
O01529,L00560,Discovery Call,11311,34.0,35,2026-05-11,Karan Desai,
O01530,L02181,Won,139091,100.0,18,2026-02-12,Amit Patel,
O01531,L03686,Negotiation,129424,67.0,46,2026-04-06,Priya Shah,
O01532,L01498,Technical Consultation,210855,38.0,44,2026-06-06,Rahul Mehta,
O01533,L02879,Inbound Lead,329066,73.0,65,2026-04-24,Karan Desai,
O01534,L04575,Proposal Submitted,40814,25.0,60,2026-06-16,Amit Patel,
O01535,L02617,Negotiation,409440,37.0,21,2026-05-07,Rahul Mehta,
O01536,L01061,Solution Discussion,118110,41.0,51,2026-04-12,Rahul Mehta,
O01537,L03725,Negotiation,17821,31.0,15,2026-02-13,Karan Desai,
O01538,L04362,Proposal Sent,265570,29.0,48,2026-07-22,Neha Joshi,
O01539,L00001,Closed Lost,109994,0.0,24,2026-05-08,Priya Shah,Budget Constraints
O01540,L02100,Won,46706,,14,2026-04-18,Neha Joshi,
O01541,L03103,Negotiation,180179,44.0,40,2026-03-15,Priya Shah,
O01542,L04671,Proposal Submitted,31774,60.0,1,2026-08-19,Karan Desai,
O01543,L04451,Negotiation,22921,61.0,1,2026-07-05,Rahul Mehta,
O01544,L03144,Proposal Shared,422623,44.0,31,2026-01-21,Amit Patel,
O01545,L01835,Negotiation,143473,35.0,36,2026-07-14,Amit Patel,
O01546,L01140,Won,25200,100.0,27,2026-03-14,Karan Desai,
O01547,L01299,Proposal Sent,254388,70.0,3,2026-05-09,Amit Patel,
O01548,L04016,Closed Won,277910,100.0,18,2026-08-23,Priya Shah,
O01549,L01854,Tech Call,239649,63.0,42,2025-11-17,Neha Joshi,
O01550,L01128,Lost,274707,0.0,46,2026-06-15,Priya Shah,Delayed Initiative
O01551,L01529,Lost,14713,0.0,34,2026-03-04,Neha Joshi,No Decision
O01552,L01686,Closed Lost,404268,0.0,58,2026-08-04,Priya Shah,Budget Constraints
O01553,L01430,Technical Consultation,22161,68.0,42,2025-12-16,Rahul Mehta,
O01554,L02382,Closed Lost,482744,0.0,20,2026-07-29,Amit Patel,
O01555,L03911,Lost,244885,0.0,29,2025-11-20,Rahul Mehta,Budget Constraints
O01556,L03087,Negotiation,14006,73.0,6,2026-08-30,Neha Joshi,
O01557,L02475,Technical Consultation,455843,91.0,32,2026-03-30,Priya Shah,
O01558,L00616,Negotiation,276996,22.0,57,2026-01-21,Neha Joshi,
O01559,L01522,Negotiation,23470,67.0,48,2026-02-21,Priya Shah,
O01560,L00073,Proposal Submitted,238749,71.0,63,2026-07-21,Rahul Mehta,
O01561,L01999,Inbound Lead,24644,53.0,28,2026-02-01,Amit Patel,
O01562,L01759,Technical Consultation,177795,59.0,61,2026-02-07,Karan Desai,
O01563,L00780,Closed Lost,450612,0.0,31,2026-04-10,Priya Shah,No Decision
O01564,L00930,Proposal Submitted,143568,65.0,64,2026-04-14,Karan Desai,
O01565,L01946,Closed Lost,26473,0.0,34,2026-06-19,Karan Desai,Delayed Initiative
O01566,L04914,Won,60321,100.0,49,2026-07-05,Karan Desai,
O01567,L04220,Closed Won,272090,100.0,64,2026-05-21,Neha Joshi,
O01568,L03269,Solution Discussion,285357,26.0,31,2025-12-01,Karan Desai,
O01569,L04603,Proposal Sent,372003,58.0,39,2026-02-18,Priya Shah,
O01570,L01702,Discovery Call,14723,62.0,60,2026-05-06,Karan Desai,
O01571,L01182,Negotiation,51478,76.0,32,2025-11-27,Neha Joshi,
O01572,L04340,Proposal Shared,195003,56.0,8,2026-06-02,Neha Joshi,
O01573,L00825,Won,128777,100.0,77,2026-05-26,Amit Patel,
O01574,L03710,Discovery Call,23295,50.0,25,2026-04-04,Karan Desai,
O01575,L04421,Inbound Lead,229133,28.0,38,2026-07-31,Amit Patel,
O01576,L04179,Proposal Sent,36626,59.0,58,2026-08-30,Rahul Mehta,
O01577,L02030,Won,21350,100.0,22,2026-07-23,Priya Shah,
O01578,L00460,Proposal Submitted,262054,41.0,14,2026-05-19,Rahul Mehta,
O01579,L00741,Negotiation,22181,71.0,40,2026-06-06,Amit Patel,
O01580,L00402,Discovery Call,352459,74.0,1,2026-06-18,Neha Joshi,
O01581,L01197,Tech Call,26690,25.0,29,2026-03-29,Neha Joshi,
O01582,L03882,Lost,493763,0.0,39,2026-03-31,Neha Joshi,Budget Constraints
O01583,L01000,Negotiation,72161,56.0,29,2026-06-07,Priya Shah,
O01584,L00218,Won,45213,100.0,4,2026-06-10,Neha Joshi,
O01585,L02045,Won,18150,100.0,66,2026-02-16,Neha Joshi,
O01586,L04300,Proposal Sent,54911,44.0,37,2026-04-27,Karan Desai,
O01587,L02658,Discovery Call,27133,62.0,63,2026-07-21,Amit Patel,
O01588,L00238,Lost,113883,0.0,29,2025-11-17,Rahul Mehta,No Decision
O01589,L02490,Negotiation,305334,42.0,17,2025-12-20,Rahul Mehta,
O01590,L01347,Lost,358003,0.0,40,2025-12-02,Neha Joshi,Delayed Initiative
O01591,L04794,Won,46019,100.0,30,2026-01-09,Priya Shah,
O01592,L04432,Lost,402666,0.0,11,2025-12-19,Amit Patel,No Decision
O01593,L04822,Discovery Call,486908,35.0,64,2026-06-15,Priya Shah,
O01594,L00085,Discovery Call,95474,52.0,22,2025-12-18,Amit Patel,
O01595,L01054,Closed Won,19225,100.0,1,2026-07-13,Rahul Mehta,
O01596,L00704,Discovery Call,106814,63.0,61,2026-03-08,Priya Shah,
O01597,L03160,Technical Consultation,48212,30.0,24,2025-11-17,Rahul Mehta,
O01598,L03077,Negotiation,76443,30.0,22,2026-08-05,Karan Desai,
O01599,L04900,Closed Won,140340,100.0,1,2026-02-17,Amit Patel,
O01600,L01608,Proposal Sent,14647,29.0,69,2026-06-29,Priya Shah,
